Year,State,Total Revenue,Revenue from federal sources,Revenue from state sources,Revenue from local sources,Total expenditures,Current spending,Capital outlay,Other expenditures,Outstanding Debt,Cash and securities
2016,Oklahoma,6102050.0,689756.0,2909651.0,2502643.0,6169119.0,5474468.0,641979.0,52672.0,2180328.0,1955851.0
2016,Oregon,7371975.0,582560.0,3861438.0,2927977.0,7486287.0,6457713.0,686104.0,342470.0,6900910.0,2709499.0
2016,Pennsylvania,29645080.0,1904293.0,11181046.0,16559741.0,28990299.0,26261079.0,1793713.0,935507.0,24374166.0,9777819.0
2016,Rhode Island,2377283.0,175379.0,940989.0,1260915.0,2329343.0,2242317.0,45441.0,41585.0,903268.0,17967.0
2016,South Carolina,9149576.0,840786.0,4262164.0,4046626.0,9158799.0,7746894.0,1073334.0,338571.0,13970560.0,3388981.0
2016,South Dakota,1452424.0,196644.0,438629.0,817151.0,1473360.0,1248905.0,192504.0,31951.0,926822.0,797761.0
2016,Tennessee,9558955.0,1095415.0,4395757.0,4067783.0,9665661.0,8886616.0,553997.0,225048.0,5812779.0,89983.0
2016,Texas,58102045.0,5953348.0,22004299.0,30144398.0,59129657.0,45886733.0,8332612.0,4910312.0,78626885.0,32557172.0
2016,Utah,4946408.0,394060.0,2533573.0,2018775.0,4919361.0,4095444.0,707988.0,115929.0,3154376.0,2475641.0
2016,Vermont,1789559.0,111891.0,1614518.0,63150.0,1705559.0,1652676.0,42911.0,9972.0,257946.0,102255.0
2016,Virginia,15977316.0,1058146.0,6297587.0,8621583.0,16245529.0,14752819.0,1161323.0,331387.0,8406541.0,
2016,Washington,14854084.0,1097684.0,9211201.0,4545199.0,15207550.0,12569546.0,2204059.0,433945.0,11419958.0,6400289.0
2016,West Virginia,3377707.0,358068.0,1863062.0,1156577.0,3364357.0,3167977.0,181392.0,14988.0,345800.0,629267.0
2016,Wisconsin,11325800.0,782610.0,5986763.0,4556427.0,11409377.0,9959870.0,1082849.0,366658.0,5317052.0,3732827.0
2016,Wyoming,2041958.0,123012.0,1175899.0,743047.0,2017673.0,1560764.0,454302.0,2607.0,62810.0,608961.0
2015,Alabama,7358479.0,795238.0,4080167.0,2483074.0,7492652.0,6826622.0,510091.0,155939.0,5437528.0,2110042.0
2015,Alaska,2920866.0,344111.0,2026555.0,550200.0,2968341.0,2646225.0,281914.0,40202.0,1362195.0,
2015,Arizona,8159132.0,1093834.0,3232013.0,3833285.0,7885928.0,7205417.0,497662.0,182849.0,4976311.0,2737810.0
2015,Arkansas,5292617.0,581412.0,4075118.0,636087.0,5324723.0,4683434.0,511556.0,129733.0,4090937.0,1587246.0
2015,California,75394798.0,7556365.0,42360470.0,25477963.0,75165373.0,66208111.0,6373893.0,2583369.0,59761653.0,35547749.0
2015,Colorado,9603864.0,715254.0,4354525.0,4534085.0,9512208.0,8146683.0,923360.0,442165.0,7228745.0,3799607.0
2015,Connecticut,10857282.0,444073.0,4353546.0,6059663.0,10255593.0,9603117.0,530491.0,121985.0,2518855.0,103565.0
2015,Delaware,1976630.0,137544.0,1142333.0,696753.0,1902870.0,1779087.0,103129.0,20654.0,665473.0,118766.0
2015,District of Columbia,1382282.0,146366.0,,1235916.0,1360942.0,979040.0,381902.0,0.0,0.0,
2015,Florida,26965611.0,3118041.0,10661586.0,13185984.0,27277049.0,24933433.0,1681665.0,661951.0,14775644.0,7477307.0
2015,Georgia,18580802.0,1831221.0,8310872.0,8438709.0,18491168.0,16401832.0,1879063.0,210273.0,4025984.0,5518927.0
2015,Hawaii,2703683.0,259390.0,2381547.0,62746.0,2521004.0,2359203.0,161801.0,0.0,0.0,
2015,Idaho,2167326.0,232449.0,1381205.0,553672.0,2029520.0,1902503.0,75680.0,51337.0,1392722.0,801543.0
2015,Illinois,31403190.0,2262192.0,11858968.0,17282030.0,31544250.0,28584939.0,2056951.0,902360.0,20681383.0,15035521.0
2015,Indiana,12214546.0,929878.0,7676341.0,3608327.0,11148284.0,9797058.0,948358.0,402868.0,10600456.0,3993856.0
2015,Iowa,6452929.0,458457.0,3460798.0,2533674.0,6525399.0,5558398.0,842674.0,124327.0,3641714.0,3071697.0
2015,Kansas,5990196.0,475273.0,3967809.0,1547114.0,6170661.0,4995292.0,963767.0,211602.0,5401730.0,2745822.0
2015,Kentucky,7547768.0,848963.0,4176753.0,2522052.0,7553188.0,6693668.0,600859.0,258661.0,5618972.0,1817343.0
2015,Louisiana,8432847.0,1235580.0,3480365.0,3716902.0,8174411.0,7291286.0,780338.0,102787.0,4184791.0,3406536.0
2015,Maine,2670356.0,183883.0,1060925.0,1425548.0,2526590.0,2426820.0,55686.0,44084.0,767895.0,218335.0
2015,Maryland,14487572.0,819162.0,6267624.0,7400786.0,13656491.0,12430544.0,1050651.0,175296.0,4432670.0,
2015,Massachusetts,16845416.0,778939.0,6808436.0,9258041.0,16569162.0,15315796.0,1034539.0,218827.0,5228836.0,267913.0
2015,Michigan,18061614.0,1582706.0,10510346.0,5968562.0,17452429.0,15712267.0,967476.0,772686.0,16804727.0,6824057.0
2015,Minnesota,11533096.0,629909.0,7567199.0,3335988.0,11802631.0,10085128.0,1328863.0,388640.0,11537967.0,5209333.0
2015,Mississippi,4580037.0,672366.0,2324855.0,1582816.0,4513040.0,4161329.0,296292.0,55419.0,1512672.0,1538586.0
2015,Missouri,10536780.0,948600.0,4441091.0,5147089.0,10426212.0,9269713.0,869078.0,287421.0,6959075.0,4782299.0
2015,Montana,1787946.0,214980.0,851068.0,721898.0,1786323.0,1603318.0,160885.0,22120.0,619512.0,852108.0
2015,Nebraska,4156275.0,344382.0,1350116.0,2461777.0,4264370.0,3732390.0,449287.0,82693.0,2704290.0,2170603.0
2015,Nevada,4343666.0,395630.0,2744606.0,1203430.0,4177850.0,3804316.0,205794.0,167740.0,3621774.0,881468.0
2015,New Hampshire,2992258.0,164905.0,1000063.0,1827290.0,2877774.0,2711114.0,125475.0,41185.0,803386.0,263577.0
2015,New Jersey,28221327.0,1154004.0,11418483.0,15648840.0,27654903.0,26025344.0,1290946.0,338613.0,7265758.0,4229510.0
2015,New Mexico,3789651.0,499789.0,2595682.0,694180.0,3838927.0,3184539.0,587243.0,67145.0,2168221.0,1514837.0
2015,New York,63463118.0,2869847.0,25900858.0,34692413.0,64798836.0,59209906.0,4536014.0,1052916.0,31664822.0,10595345.0
2015,North Carolina,13146934.0,1589570.0,8172685.0,3384679.0,13995495.0,12789303.0,698847.0,507345.0,7785453.0,
2015,North Dakota,1596345.0,158373.0,932772.0,505200.0,1748970.0,1420265.0,303053.0,25652.0,571019.0,595574.0
2015,Ohio,22535797.0,1676820.0,9215276.0,11643701.0,22399589.0,19867256.0,1750785.0,781548.0,11307658.0,10071144.0
2015,Oklahoma,6119590.0,688990.0,2993050.0,2437550.0,6168891.0,5456487.0,663768.0,48636.0,2044874.0,2129821.0
2015,Oregon,7065169.0,577106.0,3678001.0,2810062.0,6994886.0,6173205.0,477516.0,344165.0,7103943.0,2809233.0
2015,Pennsylvania,28509946.0,1857885.0,10532452.0,16119609.0,27976587.0,25305395.0,1663209.0,1007983.0,26353930.0,9951725.0
2015,Rhode Island,2343730.0,184718.0,908963.0,1250049.0,2300550.0,2204789.0,50889.0,44872.0,950934.0,16829.0
2015,South Carolina,8747944.0,836137.0,4094766.0,3817041.0,8750897.0,7463268.0,928112.0,359517.0,13646238.0,3022511.0
2015,South Dakota,1412443.0,206853.0,425614.0,779976.0,1462085.0,1205748.0,222592.0,33745.0,921609.0,860874.0
2015,Tennessee,9433434.0,1123413.0,4277381.0,4032640.0,9545980.0,8763459.0,553396.0,229125.0,5828273.0,66968.0
2015,Texas,55408404.0,5830972.0,20967429.0,28610003.0,56084388.0,44675233.0,6765205.0,4643950.0,75592342.0,30006954.0
2015,Utah,4570163.0,400213.0,2358651.0,1811299.0,4533624.0,3805778.0,606254.0,121592.0,2967505.0,2151069.0
2015,Vermont,1728446.0,105333.0,1546600.0,76513.0,1681292.0,1612052.0,58856.0,10384.0,275342.0,98500.0
2015,Virginia,15580882.0,1012205.0,6240349.0,8328328.0,15860940.0,14458878.0,1086722.0,315340.0,8522464.0,
2015,Washington,13609674.0,1036422.0,8293812.0,4279440.0,13586886.0,11566562.0,1601069.0,419255.0,10121815.0,5377390.0
2015,West Virginia,3465194.0,362959.0,1979466.0,1122769.0,3464205.0,3215683.0,232738.0,15784.0,383175.0,618344.0
2015,Wisconsin,11281068.0,814385.0,5869265.0,4597418.0,11191475.0,9928685.0,894823.0,367967.0,5253491.0,3924163.0
2015,Wyoming,1960772.0,120290.0,1116917.0,723565.0,1926445.0,1513919.0,409425.0,3101.0,75365.0,591566.0
2014,Alabama,7355547.0,794090.0,4031547.0,2529910.0,7578390.0,6802467.0,580934.0,194989.0,5273703.0,2177633.0
2014,Alaska,2663488.0,309525.0,1824373.0,529590.0,2727056.0,2415614.0,269107.0,42335.0,1272709.0,
2014,Arizona,8293591.0,1102980.0,3182285.0,4008326.0,8101041.0,7221984.0,678228.0,200829.0,4457686.0,2589938.0
2014,Arkansas,5175529.0,552738.0,4006889.0,615902.0,5205338.0,4645874.0,424314.0,135150.0,3945397.0,1508617.0
2014,California,69857908.0,7415061.0,38410554.0,24032293.0,69336590.0,60715787.0,6124103.0,2496700.0,56060457.0,30475968.0
2014,Colorado,9117534.0,681230.0,3961719.0,4474585.0,9240796.0,7847152.0,932776.0,460868.0,7215312.0,3922979.0
2014,Connecticut,10516316.0,420593.0,4141590.0,5954133.0,9932659.0,9361449.0,447290.0,123920.0,2777706.0,96735.0
2014,Delaware,1904776.0,133055.0,1137764.0,633957.0,1930195.0,1736678.0,171618.0,21899.0,543557.0,133356.0
2014,District of Columbia,1342220.0,134959.0,,1207261.0,1313289.0,913724.0,399565.0,0.0,0.0,
2014,Florida,26072680.0,3112027.0,10460928.0,12499725.0,26523658.0,24279963.0,1468023.0,775672.0,15304653.0,8289299.0
2014,Georgia,17817933.0,1804212.0,7837335.0,8176386.0,17658341.0,15800788.0,1642099.0,215454.0,4652152.0,5727534.0
2014,Hawaii,2696766.0,286988.0,2354601.0,55177.0,2504144.0,2330944.0,173200.0,0.0,0.0,
2014,Idaho,2084312.0,232593.0,1319582.0,532137.0,2012852.0,1868338.0,91323.0,53191.0,1389273.0,657869.0
2014,Illinois,30407109.0,2301827.0,11163462.0,16941820.0,30198352.0,27312497.0,1999969.0,885886.0,21151104.0,15503239.0
2014,Indiana,12149675.0,933891.0,7632238.0,3583546.0,10892114.0,9680499.0,889924.0,321691.0,11055774.0,3880995.0
2014,Iowa,6194941.0,455586.0,3247115.0,2492240.0,6296234.0,5380362.0,801317.0,114555.0,3527917.0,2967222.0
2014,Kansas,5812358.0,419415.0,3265012.0,2127931.0,5953275.0,4937276.0,813093.0,202906.0,5108001.0,2745464.0
2014,Kentucky,7228770.0,825742.0,3966872.0,2436156.0,7344521.0,6459529.0,620745.0,264247.0,5780722.0,1683848.0
2014,Louisiana,8323024.0,1272004.0,3455315.0,3595705.0,7985369.0,7166563.0,706668.0,112138.0,3938907.0,4499403.0
2014,Maine,2609930.0,182961.0,1032280.0,1394689.0,2474551.0,2366014.0,66571.0,41966.0,810176.0,196268.0
2014,Maryland,13978426.0,816033.0,6186736.0,6975657.0,13450813.0,12146895.0,1131199.0,172719.0,4265471.0,
2014,Massachusetts,16474364.0,791029.0,6587492.0,9095843.0,16133044.0,14864764.0,1028761.0,239519.0,4712532.0,239172.0
2014,Michigan,17529062.0,1563397.0,10073758.0,5891907.0,17098757.0,15425529.0,856907.0,816321.0,17942709.0,5571876.0
2014,Minnesota,11017479.0,630445.0,7603409.0,2783625.0,11127875.0,9670430.0,1069928.0,387517.0,10781547.0,4602539.0
2014,Mississippi,4467314.0,664697.0,2243098.0,1559519.0,4460359.0,4087545.0,316494.0,56320.0,1612768.0,1524834.0
2014,Missouri,10163998.0,895743.0,4267069.0,5001186.0,10204480.0,9004641.0,919482.0,280357.0,6836162.0,4626511.0
2014,Montana,1712493.0,201528.0,822788.0,688177.0,1735317.0,1597093.0,121753.0,16471.0,590371.0,835647.0
2014,Nebraska,3926537.0,318179.0,1283012.0,2325346.0,3988681.0,3606311.0,307828.0,74542.0,2316948.0,1799072.0
2014,Nevada,4201457.0,381596.0,2651854.0,1168007.0,4038933.0,3689170.0,161354.0,188409.0,3905728.0,982475.0
2014,New Hampshire,2943450.0,161989.0,1003995.0,1777466.0,2800092.0,2671124.0,87603.0,41365.0,788605.0,228296.0
2014,New Jersey,27408345.0,1142878.0,11047025.0,15218442.0,26644924.0,25435200.0,895858.0,313866.0,7200108.0,3751112.0
2014,New Mexico,3601387.0,466320.0,2505492.0,629575.0,3571164.0,2945112.0,562323.0,63729.0,2038542.0,1459436.0
2014,New York,61100409.0,3347393.0,24830862.0,32922154.0,62271617.0,57066225.0,4060304.0,1145088.0,31118521.0,10396574.0
2014,North Carolina,13462754.0,1529624.0,7849343.0,4083787.0,13479223.0,12335923.0,609013.0,534287.0,7798315.0,
2014,North Dakota,1530158.0,155894.0,901032.0,473232.0,1543493.0,1281260.0,239992.0,22241.0,463455.0,625408.0
2014,Ohio,22423472.0,1692769.0,9492461.0,11238242.0,21691156.0,19361019.0,1546152.0,783985.0,10468075.0,8991608.0
2014,Oklahoma,6032331.0,690122.0,2983860.0,2358349.0,6009958.0,5272108.0,687788.0,50062.0,1887637.0,1884682.0
2014,Oregon,6573206.0,521463.0,3393147.0,2658596.0,6437672.0,5831595.0,311077.0,295000.0,6396356.0,1810836.0
2014,Pennsylvania,27647475.0,1812609.0,10272392.0,15562474.0,27036390.0,24405142.0,1566997.0,1064251.0,25063297.0,9492854.0
2014,Rhode Island,2289429.0,186551.0,867512.0,1235366.0,2231807.0,2152928.0,37897.0,40982.0,980418.0,14863.0
2014,South Carolina,8405682.0,812536.0,3902923.0,3690223.0,8435809.0,7213918.0,862750.0,359141.0,12714011.0,2953688.0
2014,South Dakota,1342877.0,186216.0,413544.0,743117.0,1352648.0,1177643.0,146035.0,28970.0,856854.0,834751.0
2014,Tennessee,9215027.0,1095377.0,4315952.0,3803698.0,9418223.0,8638389.0,549104.0,230730.0,5850033.0,102304.0
2014,Texas,52609018.0,5643178.0,20510815.0,26455025.0,52931107.0,42851117.0,5766846.0,4313144.0,70838845.0,27364120.0
2014,Utah,4400351.0,385210.0,2363055.0,1652086.0,4381995.0,3779376.0,490911.0,111708.0,2830750.0,2000064.0
2014,Vermont,1672580.0,102434.0,1495453.0,74693.0,1636281.0,1568241.0,56780.0,11260.0,286087.0,67329.0
2014,Virginia,15083311.0,1009659.0,5994897.0,8078755.0,15451418.0,14049059.0,1041633.0,360726.0,7880850.0,
2014,Washington,12943921.0,1030232.0,7833024.0,4080665.0,12765051.0,10853352.0,1525815.0,385884.0,9948133.0,4510481.0
2014,West Virginia,3502513.0,351957.0,2033948.0,1116608.0,3496901.0,3194265.0,286099.0,16537.0,405605.0,619637.0
2014,Wisconsin,11001272.0,830568.0,5709579.0,4461125.0,10920466.0,9801156.0,767074.0,352236.0,4900380.0,3348587.0
2014,Wyoming,1771027.0,112709.0,965213.0,693105.0,1762762.0,1472408.0,287977.0,2377.0,81307.0,537177.0
2013,Alabama,7153244.0,811739.0,3898347.0,2443158.0,7479000.0,6641973.0,643522.0,193505.0,5116627.0,2220159.0
2013,Alaska,2545076.0,320938.0,1707449.0,516689.0,2665933.0,2394256.0,248505.0,23172.0,1321403.0,
2013,Arizona,8097916.0,1178356.0,2934165.0,3985395.0,7594979.0,6836563.0,558466.0,199950.0,4268976.0,2635960.0
2013,Arkansas,5050784.0,572096.0,3847045.0,631643.0,5189049.0,4521591.0,533975.0,133483.0,3664741.0,1302837.0
2013,California,66445919.0,7836263.0,35141208.0,23468448.0,66823475.0,58252145.0,6160059.0,2411271.0,54627921.0,32909237.0
2013,Colorado,8782259.0,696266.0,3693829.0,4392164.0,8652293.0,7431842.0,758041.0,462410.0,7733760.0,4048250.0
2013,Connecticut,10106977.0,434543.0,3870444.0,5801990.0,9505979.0,8888729.0,487318.0,129932.0,2955849.0,141805.0
2013,Delaware,1879594.0,151096.0,1124112.0,604386.0,1869552.0,1689501.0,157935.0,22116.0,546114.0,123666.0
2013,District of Columbia,1300036.0,129874.0,,1170162.0,1308438.0,932762.0,375676.0,0.0,0.0,
2013,Florida,24674105.0,3027018.0,9455562.0,12191525.0,25245400.0,23144871.0,1411455.0,689074.0,15442014.0,7491910.0
2013,Georgia,17455531.0,1805878.0,7580785.0,8068868.0,17305665.0,15444120.0,1632844.0,228701.0,4598756.0,5710995.0
2013,Hawaii,2331770.0,310778.0,1962923.0,58069.0,2345917.0,2199261.0,146656.0,0.0,0.0,
2013,Idaho,2014850.0,237912.0,1278155.0,498783.0,1967676.0,1852239.0,62882.0,52555.0,1304638.0,584593.0
2013,Illinois,29381978.0,2311235.0,10382540.0,16688203.0,28612177.0,25781063.0,1942608.0,888506.0,20999548.0,15946239.0
2013,Indiana,11988555.0,980013.0,7503451.0,3505091.0,10975055.0,9658654.0,862576.0,453825.0,11510266.0,3876532.0
2013,Iowa,6030006.0,459132.0,3118413.0,2452461.0,6082199.0,5177697.0,783793.0,120709.0,3340760.0,2827644.0
2013,Kansas,5665784.0,420820.0,3193838.0,2051126.0,5616915.0,4808207.0,616590.0,192118.0,4635849.0,2401330.0
2013,Kentucky,7215016.0,867735.0,3960822.0,2386459.0,7412136.0,6444524.0,729064.0,238548.0,5556456.0,1681911.0
2013,Louisiana,8084272.0,1229248.0,3370399.0,3484625.0,7816166.0,7057261.0,644212.0,114693.0,3837104.0,3264592.0
2013,Maine,2586899.0,196466.0,1029166.0,1361267.0,2458560.0,2335644.0,70345.0,52571.0,847287.0,188098.0
2013,Maryland,13810290.0,828432.0,6093652.0,6888206.0,13028147.0,11904963.0,955586.0,167598.0,4209003.0,
2013,Massachusetts,15979549.0,818054.0,6428534.0,8732961.0,15833319.0,14325029.0,1283156.0,225134.0,5173073.0,207453.0
2013,Michigan,17352711.0,1636324.0,9882361.0,5834026.0,17218124.0,15409441.0,962506.0,846177.0,18697983.0,7279931.0
2013,Minnesota,10703224.0,646542.0,6792440.0,3264242.0,10773679.0,9329694.0,1016760.0,427225.0,10795906.0,4178442.0
2013,Mississippi,4433018.0,707522.0,2213501.0,1511995.0,4368070.0,4023621.0,285801.0,58648.0,1707286.0,1682971.0
2013,Missouri,10030499.0,894168.0,4235564.0,4900767.0,9911964.0,8788558.0,833040.0,290366.0,6653241.0,4596344.0
2013,Montana,1651635.0,210593.0,788329.0,652713.0,1658087.0,1526973.0,111496.0,19618.0,489491.0,767204.0
2013,Nebraska,3794639.0,366241.0,1217306.0,2211092.0,3894835.0,3513122.0,298231.0,83482.0,2082436.0,1583783.0
2013,Nevada,4130292.0,392009.0,2556472.0,1181811.0,4055016.0,3622259.0,222161.0,210596.0,4195356.0,1114968.0
2013,New Hampshire,2875666.0,163890.0,1020089.0,1691687.0,2709382.0,2598940.0,72588.0,37854.0,816191.0,186129.0
2013,New Jersey,27066207.0,1145079.0,10986132.0,14934996.0,27108253.0,25840320.0,933676.0,334257.0,7556832.0,3512464.0
2013,New Mexico,3518621.0,519318.0,2401884.0,597419.0,3531018.0,2951635.0,514077.0,65306.0,1950929.0,1254173.0
2013,New York,59398819.0,3335657.0,23632698.0,32430464.0,60228202.0,55065814.0,3982327.0,1180061.0,32511650.0,9904835.0
2013,North Carolina,12729402.0,1579889.0,7891977.0,3257536.0,13595456.0,12383103.0,653058.0,559295.0,8234152.0,
2013,North Dakota,1361590.0,145905.0,685348.0,530337.0,1458469.0,1214572.0,224615.0,19282.0,354099.0,429038.0
2013,Ohio,21731148.0,1721213.0,8990516.0,11019419.0,21862774.0,19093499.0,1998557.0,770718.0,9439185.0,7864672.0
2013,Oklahoma,5876075.0,715944.0,2890048.0,2270083.0,5777164.0,5176307.0,557341.0,43516.0,1612929.0,1626825.0
2013,Oregon,6021680.0,471682.0,3041825.0,2508173.0,6214378.0,5557770.0,343353.0,313255.0,6492262.0,1759539.0
2013,Pennsylvania,27024284.0,2049113.0,9764558.0,15210613.0,26927028.0,24371778.0,1501024.0,1054226.0,25449313.0,9155099.0
2013,Rhode Island,2261558.0,193393.0,841875.0,1226290.0,2208327.0,2127835.0,35089.0,45403.0,1040407.0,13862.0
2013,South Carolina,8241948.0,814137.0,3819285.0,3608526.0,8207937.0,6981750.0,853410.0,372777.0,12240323.0,2725912.0
2013,South Dakota,1314331.0,194731.0,408009.0,711591.0,1329800.0,1118894.0,179586.0,31320.0,757517.0,756864.0
2013,Tennessee,8977376.0,1165801.0,4097627.0,3713948.0,9224011.0,8506536.0,564756.0,152719.0,5118169.0,81448.0
2013,Texas,49566997.0,5695947.0,18873046.0,24998004.0,50509112.0,40962488.0,5472152.0,4074472.0,67957662.0,25277233.0
2013,Utah,4295584.0,409774.0,2235917.0,1649893.0,4580677.0,3768028.0,698249.0,114400.0,2778055.0,1826205.0
2013,Vermont,1618909.0,114697.0,1431621.0,72591.0,1598526.0,1531473.0,55825.0,11228.0,302954.0,75498.0
2013,Virginia,15058548.0,1108879.0,5874323.0,8075346.0,15393402.0,13945891.0,1089417.0,358094.0,8378552.0,
2013,Washington,12149279.0,1042200.0,7159428.0,3947651.0,12058003.0,10226074.0,1443002.0,388927.0,9539647.0,3926651.0
2013,West Virginia,3474979.0,383169.0,2027414.0,1064396.0,3486557.0,3183386.0,284685.0,18486.0,422655.0,636911.0
2013,Wisconsin,10801895.0,827432.0,5587013.0,4387450.0,10545086.0,9685431.0,521352.0,338303.0,4934913.0,3117269.0
2013,Wyoming,1693178.0,113501.0,881114.0,698563.0,1661316.0,1445295.0,213920.0,2101.0,61665.0,523365.0
2012,Alabama,7135105.0,789954.0,3948651.0,2396500.0,7212701.0,6493448.0,580949.0,138304.0,4879251.0,2208750.0
2012,Alaska,2383402.0,352005.0,1507913.0,523484.0,2483320.0,2285517.0,145219.0,52584.0,1076477.0,
2012,Arizona,7869244.0,1050228.0,2845535.0,3973481.0,8054662.0,7135021.0,699033.0,220608.0,4161223.0,2761484.0
2012,Arkansas,5151611.0,666267.0,3823172.0,662172.0,5259962.0,4509911.0,612420.0,137631.0,3605101.0,1432068.0
2012,California,66568626.0,8793325.0,36413273.0,21362028.0,67250951.0,58095154.0,6736656.0,2419141.0,51369368.0,28566665.0
2012,Colorado,8570286.0,705634.0,3702427.0,4162225.0,8424357.0,7279824.0,697434.0,447099.0,6941424.0,3731948.0
2012,Connecticut,9867251.0,509564.0,3735476.0,5622211.0,9534667.0,8762915.0,637389.0,134363.0,2930142.0,104764.0
2012,Delaware,1815111.0,183793.0,1090060.0,541258.0,1861298.0,1689513.0,149584.0,22201.0,553911.0,169128.0
2012,District of Columbia,1331006.0,137742.0,,1193264.0,1189542.0,905652.0,283890.0,0.0,0.0,
2012,Florida,24131880.0,3068321.0,8702317.0,12361242.0,25352047.0,22788834.0,1837264.0,725949.0,16070589.0,7124316.0
